currdate,cusip.pct.all,cusip.pct.ma.all
11/1/2011,0.467382329,0.45404702
11/2/2011,0.459567654,0.451708947
11/3/2011,0.452342488,0.448744676
11/4/2011,0.371771218,0.443228225
11/7/2011,0.432579891,0.442434312
11/8/2011,0.486425339,0.444083514
11/9/2011,0.429959514,0.44175838
11/10/2011,0.420926518,0.439857661
11/14/2011,0.450640543,0.44173395
11/15/2011,0.46390169,0.444856919
11/16/2011,0.439937598,0.44396491
11/17/2011,0.433064516,0.443073493
11/18/2011,0.443990188,0.44206012
11/21/2011,0.434891486,0.443264385
11/22/2011,0.467665615,0.444485089
11/23/2011,0.349099099,0.438860307
11/28/2011,0.437121212,0.436545931
11/29/2011,0.467753892,0.43776168
11/30/2011,0.479817212,0.441709437
12/1/2011,0.460292984,0.442456549
12/2/2011,0.43596268,0.440885567
12/5/2011,0.471825695,0.441498469
12/6/2011,0.450364964,0.441399593
12/7/2011,0.463778409,0.445999952
12/8/2011,0.438449848,0.44629345
12/9/2011,0.431689572,0.443556662
12/12/2011,0.44499179,0.444308275
12/13/2011,0.473684211,0.44694616
12/14/2011,0.44336084,0.446582175
12/15/2011,0.45123839,0.44594901
12/16/2011,0.39334471,0.443619366
